Id,Label,indegree,outdegree,Degree,eigencentrality,clustering,modularity_class,stat_inf_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum
8378,8378,2,1,3,0.030175,0.5,8469,25,0,1,1,0,0,0,0,0,10194
8379,8379,2,1,3,0.030175,0.5,8470,25,0,1,1,0,0,0,0,0,10193
8380,8380,2,1,3,0.030175,0.5,8471,25,0,1,1,0,0,0,0,0,10192
8381,8381,2,1,3,0.030175,0.5,8472,25,0,1,1,0,0,0,0,0,10191
8382,8382,2,1,3,0.030175,0.5,8473,25,0,1,1,0,0,0,0,0,10190
8383,8383,2,1,3,0.030175,0.5,8474,25,0,1,1,0,0,0,0,0,10189
8384,8384,2,1,3,0.030175,0.5,8475,25,0,1,1,0,0,0,0,0,10188
8385,8385,2,1,3,0.030175,0.5,8476,25,0.901,1,1.901,0,0,0,0,0,10187
8386,8386,2,1,3,0.030175,0.5,8477,25,0,1,1,0,0,0,0,0,10186
8387,8387,2,1,3,0.030175,0.5,8478,25,0,1,1,0,0,0,0,0,10185
8388,8388,2,1,3,0.030175,0.5,8479,25,0,1,1,0,0,0,0,0,10184
8389,8389,2,1,3,0.030175,0.5,8480,25,0,1,1,0,0,0,0,0,10183
8390,8390,2,1,3,0.030175,0.5,8481,25,0,1,1,0,0,0,0,0,10182
8391,8391,2,1,3,0.056724,0.5,8482,25,0,1,1,0,0,0,0,0,10181
8392,8392,2,1,3,0.056724,0.5,8483,25,0,1,1,0,0,0,0,0,10180
8393,8393,2,1,3,0.056724,0.5,8484,25,0,1,1,0,0,0,0,0,10179
8394,8394,2,17,19,0.056724,0.055556,8485,25,0,-12.243,-12.243,1,1,1,1584,0,10178
8395,8395,2,1,3,0.030175,0.5,8486,25,0.706,1,1.706,0,0,0,0,0,10177
8396,8396,2,1,3,0.030175,0.5,8487,25,0,1,1,0,0,0,0,0,10176
8397,8397,2,1,3,0.030175,0.5,8488,25,0,1,1,0,0,0,0,0,10175
8398,8398,2,1,3,0.030175,0.5,8489,25,0,1,1,0,0,0,0,0,10174
8399,8399,2,1,3,0.030175,0.5,8490,25,0,1,1,0,0,0,0,0,10173
8400,8400,2,1,3,0.030175,0.5,8491,25,0.7,1,1.7,0,0,0,0,0,10172
8401,8401,2,1,3,0.030175,0.5,8492,25,0,1,1,0,0,0,0,0,10171
8402,8402,2,1,3,0.030175,0.5,8493,25,0,1,1,0,0,0,0,0,10170
8403,8403,2,1,3,0.030175,0.5,8494,25,0.15,1,1.15,0,0,0,0,0,10169
8404,8404,2,1,3,0.030175,0.5,8495,25,0,1,1,0,0,0,0,0,10168
8405,8405,2,1,3,0.030175,0.5,8496,25,0,1,1,0,0,0,0,0,10167
8406,8406,2,1,3,0.030175,0.5,8497,25,0.001,1,1.001,0,0,0,0,0,10166
8407,8407,2,1,3,0.030175,0.5,8498,25,0,1,1,0,0,0,0,0,10165
8408,8408,2,1,3,0.030175,0.5,8499,25,0.5,1,1.5,0,0,0,0,0,10164
8409,8409,2,1,3,0.030175,0.5,8500,25,0.7,1,1.7,0,0,0,0,0,10163
8410,8410,2,1,3,0.030175,0.5,8501,25,0,1,1,0,0,0,0,0,10162
8411,8411,2,4,6,0.056724,0.2,8502,25,0,-2,-2,1,1,1,297,0,10161
8412,8412,2,1,3,0.030175,0.5,8503,25,0,1,1,0,0,0,0,0,10160
8413,8413,2,1,3,0.030175,0.5,8504,25,0,1,1,0,0,0,0,0,10159
8414,8414,2,1,3,0.030175,0.5,8505,25,0,1,1,0,0,0,0,0,10158
8415,8415,2,1,3,0.056724,0.5,8506,25,0,1,1,0,0,0,0,0,10157
8417,8417,2,1,3,0.030175,0.5,8507,27,0.49,1,1.49,0,0,0,0,0,10154
8418,8418,2,1,3,0.030175,0.5,8508,27,0.95,1,1.95,0,0,0,0,0,10153
8419,8419,2,1,3,0.030175,0.5,8509,27,0.9,1,1.9,0,0,0,0,0,10152
8420,8420,2,1,3,0.030175,0.5,8510,27,0.85,1,1.85,0,0,0,0,0,10151
8421,8421,2,1,3,0.056724,0.5,8511,25,0,1,1,0,0,0,0,0,10150
8422,8422,2,1,3,0.056724,0.5,8512,25,0,1,1,0,0,0,0,0,10149
8423,8423,2,1,3,0.056724,0.5,8513,25,0,1,1,0,0,0,0,0,10148
8424,8424,2,1,3,0.056724,0.5,8514,25,0,1,1,0,0,0,0,0,10147
8425,8425,2,1,3,0.041869,0.5,8515,4,0,1,1,0,0,0,0,0,10143
8426,8426,2,1,3,0.041869,0.5,8516,4,0.5,1,1.5,0,0,0,0,0,10140
8427,8427,2,1,3,0.041869,0.5,8517,4,0.6667,1,1.6667,0,0,0,0,0,10138
8428,8428,2,1,3,0.041869,0.5,8518,4,0,1,1,0,0,0,0,0,10137
8429,8429,2,1,3,0.041869,0.5,8519,4,0.6667,1,1.6667,0,0,0,0,0,10133
8430,8430,2,2,4,0.041869,0.333333,8520,4,0,0,0,1,1,1,100,0,10130
8431,8431,2,1,3,0.041869,0.5,8521,4,0.5,1,1.5,0,0,0,0,0,10128
8432,8432,2,1,3,0.041869,0.5,8522,4,0,1,1,0,0,0,0,0,10127
8433,8433,2,7,9,0.041869,0.142857,8523,4,0.5,-4.515,-4.015,1,1,1,500,0,10126
8434,8434,3,1,4,0.093202,0.333333,8524,30,0,1,1,0,0,0,0,0,9799
8435,8435,3,1,4,0.063756,0.333333,8525,4,0,1,1,0,0,0,0,0,10075
8467,8467,2,21,23,0.041869,0.047619,8526,4,0,-13.226,-13.226,1,1,1,1801,0,10076
8436,8436,2,1,3,0.041869,0.5,8527,4,0.5,1,1.5,0,0,0,0,0,10120
8437,8437,2,1,3,0.041869,0.5,8528,4,0.84,1,1.84,0,0,0,0,0,10119
8438,8438,2,1,3,0.041869,0.5,8529,4,0,1,1,0,0,0,0,0,10118
8439,8439,2,3,5,0.041869,0.333333,8530,4,0,-0.4,-0.4,1,1,1,100,0,10117
8440,8440,3,1,4,0.063756,0.5,8531,4,-0,1,1,0,0,0,0,0,10115
8441,8441,2,2,4,0.041869,0.333333,8532,4,0.6,0,0.6,1,1,1,100,0,10114
8442,8442,2,1,3,0.041869,0.5,8533,4,0.02,1,1.02,0,0,0,0,0,10112
8443,8443,3,1,4,0.063756,0.5,8534,4,0.2,1,1.2,0,0,0,0,0,10111
8444,8444,2,6,8,0.041869,0.142857,8535,4,0,-3.65,-3.65,1,1,1,500,0,10110
8445,8445,2,1,3,0.041869,0.5,8536,4,0,1,1,0,0,0,0,0,10104
8446,8446,2,1,3,0.041869,0.5,8537,4,0,1,1,0,0,0,0,0,10103
8447,8447,2,1,3,0.041869,0.5,8538,4,0,1,1,0,0,0,0,0,10102
8448,8448,2,2,4,0.041869,0.333333,8539,4,0,0,0,1,1,1,100,0,10100
8449,8449,2,1,3,0.041869,0.5,8540,4,0,1,1,0,0,0,0,0,10098
8450,8450,2,1,3,0.041869,0.5,8541,4,0,1,1,0,0,0,0,0,10097
8451,8451,2,1,3,0.041869,0.5,8542,4,0,1,1,0,0,0,0,0,10096
8452,8452,2,1,3,0.041869,0.5,8543,4,0,1,1,0,0,0,0,0,10095
8453,8453,2,1,3,0.041869,0.5,8544,4,0.6,1,1.6,0,0,0,0,0,10094
8454,8454,2,2,4,0.041869,0.333333,8545,4,0,0,0,1,1,1,100,0,10093
8455,8455,2,1,3,0.041869,0.5,8546,4,0,1,1,0,0,0,0,0,10091
8456,8456,2,1,3,0.041869,0.5,8547,4,0,1,1,0,0,0,0,0,10090
8457,8457,2,1,3,0.041869,0.5,8548,4,0,1,1,0,0,0,0,0,10089
8458,8458,2,1,3,0.041869,0.5,8549,4,0,1,1,0,0,0,0,0,10088
8459,8459,2,1,3,0.041869,0.5,8550,4,0.45,1,1.45,0,0,0,0,0,10087
8460,8460,2,1,3,0.041869,0.5,8551,4,0,1,1,0,0,0,0,0,10086
8461,8461,2,1,3,0.041869,0.5,8552,4,0,1,1,0,0,0,0,0,10085
8462,8462,2,1,3,0.041869,0.5,8553,4,0,1,1,0,0,0,0,0,10084
8463,8463,2,1,3,0.041869,0.5,8554,4,0,1,1,0,0,0,0,0,10083
8464,8464,3,1,4,0.063756,0.5,8555,4,0.3334,1,1.3334,0,0,0,0,0,10074
8465,8465,2,5,7,0.041869,0.166667,8556,4,0,-2.05,-2.05,1,1,1,400,0,10082
8466,8466,2,1,3,0.041869,0.5,8557,4,0,1,1,0,0,0,0,0,10077
8468,8468,2,1,3,0.041869,0.5,8558,4,0.5,1,1.5,0,0,0,0,0,10055
8469,8469,2,1,3,0.041869,0.5,8559,4,0,1,1,0,0,0,0,0,10054
8470,8470,2,5,7,0.041869,0.166667,8560,4,0,-1.6,-1.6,1,1,1,400,0,10053
8471,8471,2,1,3,0.041869,0.5,8561,4,0,1,1,0,0,0,0,0,10048
8472,8472,2,1,3,0.041869,0.5,8562,4,0,1,1,0,0,0,0,0,10047
8473,8473,3,1,4,0.063756,0.5,8563,4,0,1,1,0,0,0,0,0,10045
8474,8474,2,3,5,0.041869,0.333333,8564,4,0,0.01,0.01,1,1,1,100,0,10046
8475,8475,2,1,3,0.041869,0.5,8565,4,0,1,1,0,0,0,0,0,10043
8476,8476,2,1,3,0.041869,0.5,8566,4,0,1,1,0,0,0,0,0,10042
8477,8477,2,1,3,0.041869,0.5,8567,4,0,1,1,0,0,0,0,0,10041
8478,8478,2,1,3,0.041869,0.5,8568,4,0.2,1,1.2,0,0,0,0,0,10040
8479,8479,2,1,3,0.041869,0.5,8569,4,0,1,1,0,0,0,0,0,10035
8480,8480,2,1,3,0.041869,0.5,8570,4,0,1,1,0,0,0,0,0,10034
8481,8481,2,1,3,0.041869,0.5,8571,4,0.61,1,1.61,0,0,0,0,0,10033
8482,8482,2,1,3,0.041869,0.5,8572,4,0,1,1,0,0,0,0,0,10028
8483,8483,2,2,4,0.041869,0.333333,8573,4,0,0,0,1,1,1,100,0,10027
8484,8484,2,1,3,0.041869,0.5,8574,4,0,1,1,0,0,0,0,0,10023
8485,8485,2,1,3,0.041869,0.5,8575,4,0,1,1,0,0,0,0,0,10022
8486,8486,2,1,3,0.041869,0.5,8576,4,0,1,1,0,0,0,0,0,10020
8487,8487,2,1,3,0.041869,0.5,8577,4,0,1,1,0,0,0,0,0,10019
8488,8488,2,1,3,0.041869,0.5,8578,4,0,1,1,0,0,0,0,0,10018
8489,8489,2,1,3,0.041869,0.5,8579,4,0,1,1,0,0,0,0,0,10017
8490,8490,2,3,5,0.041869,0.25,8580,4,0.3333,-0.9996,-0.6663,1,1,1,200,0,10014
8491,8491,2,1,3,0.041869,0.5,8581,4,0.7,1,1.7,0,0,0,0,0,10010
8492,8492,2,1,3,0.041869,0.5,8582,4,0.49,1,1.49,0,0,0,0,0,10009
8493,8493,2,1,3,0.041869,0.5,8583,4,0,1,1,0,0,0,0,0,10008
8494,8494,2,1,3,0.041869,0.5,8584,4,0.558,1,1.558,0,0,0,0,0,10007
8495,8495,2,1,3,0.041869,0.5,8585,4,0,1,1,0,0,0,0,0,10006
8496,8496,2,1,3,0.041869,0.5,8586,4,0.874,1,1.874,0,0,0,0,0,10005
8497,8497,2,1,3,0.041869,0.5,8587,4,0,1,1,0,0,0,0,0,10004
8498,8498,2,1,3,0.041869,0.5,8588,4,0.5,1,1.5,0,0,0,0,0,10003
8499,8499,2,1,3,0.041869,0.5,8589,4,0,1,1,0,0,0,0,0,10002
8500,8500,2,1,3,0.041869,0.5,8590,4,0.5,1,1.5,0,0,0,0,0,10001
8501,8501,2,2,4,0.041869,0.333333,8591,4,0,0,0,1,1,1,100,0,10000
8502,8502,2,1,3,0.041869,0.5,8592,4,0,1,1,0,0,0,0,0,9998
8503,8503,2,1,3,0.041869,0.5,8593,4,0,1,1,0,0,0,0,0,9997
8504,8504,2,1,3,0.041869,0.5,8594,4,0,1,1,0,0,0,0,0,9996
8505,8505,2,1,3,0.041869,0.5,8595,4,0.49,1,1.49,0,0,0,0,0,9995
8506,8506,4,1,5,0.094124,0.416667,8596,4,0,1,1,0,0,0,0,0,4889
8507,8507,3,2,5,0.062915,0.416667,8597,4,0,0.9999,0.9999,1,1,1,0,0,4890
8508,8508,2,1,3,0.041869,0.5,8598,4,0.2,1,1.2,0,0,0,0,0,9994
8509,8509,2,1,3,0.041869,0.5,8599,4,0,1,1,0,0,0,0,0,9993
8510,8510,2,1,3,0.041869,0.5,8600,4,0,1,1,0,0,0,0,0,9992
8511,8511,2,1,3,0.041869,0.5,8601,4,0,1,1,0,0,0,0,0,9991
8512,8512,2,1,3,0.041869,0.5,8602,4,0.05,1,1.05,0,0,0,0,0,9990
8513,8513,2,1,3,0.041869,0.5,8603,4,0,1,1,0,0,0,0,0,9989
8514,8514,2,1,3,0.041869,0.5,8604,4,0.751,1,1.751,0,0,0,0,0,9988
8515,8515,2,1,3,0.041869,0.5,8605,4,0,1,1,0,0,0,0,0,9987
8516,8516,2,1,3,0.041869,0.5,8606,4,0,1,1,0,0,0,0,0,9986
8517,8517,2,1,3,0.041869,0.5,8607,4,0,1,1,0,0,0,0,0,9985
8518,8518,2,1,3,0.041869,0.5,8608,4,0.65,1,1.65,0,0,0,0,0,9982
8519,8519,2,1,3,0.041869,0.5,8609,4,0,1,1,0,0,0,0,0,9981
8520,8520,2,1,3,0.041869,0.5,8610,4,0.602,1,1.602,0,0,0,0,0,9968
8521,8521,2,12,14,0.041869,0.076923,8611,4,0,-9.4999,-9.4999,1,1,1,1100,0,9964
8522,8522,2,1,3,0.041869,0.5,8612,4,0,1,1,0,0,0,0,0,9951
8523,8523,2,1,3,0.041869,0.5,8613,4,0,1,1,0,0,0,0,0,9950
8524,8524,2,2,4,0.041869,0.333333,8614,4,0,0.8,0.8,1,1,1,100,0,9948
8525,8525,2,16,18,0.041869,0.058824,8615,4,0,-14,-14,1,1,1,1500,0,9946
8526,8526,2,2,4,0.041869,0.333333,8616,4,0,0,0,1,1,1,100,0,9930
8527,8527,2,2,4,0.041869,0.333333,8617,4,0,0,0,1,1,1,100,0,9928
8528,8528,2,1,3,0.041869,0.5,8618,4,0.0476,1,1.0476,0,0,0,0,0,9915
8529,8529,2,4,6,0.041869,0.2,8619,4,0,-1.49,-1.49,1,1,1,300,0,9914
8530,8530,2,3,5,0.041869,0.25,8620,4,0,-1,-1,1,1,1,200,0,9910
8531,8531,2,1,3,0.041869,0.5,8621,4,0.55,1,1.55,0,0,0,0,0,9907
8532,8532,2,1,3,0.041869,0.5,8622,4,0,1,1,0,0,0,0,0,9906
8533,8533,2,2,4,0.041869,0.333333,8623,4,0.556,0,0.556,1,1,1,100,0,9905
8534,8534,2,1,3,0.041869,0.5,8624,4,0,1,1,0,0,0,0,0,9903
8535,8535,2,1,3,0.041869,0.5,8625,4,0,1,1,0,0,0,0,0,9902
8536,8536,2,1,3,0.041869,0.5,8626,4,0.5,1,1.5,0,0,0,0,0,9901
8537,8537,2,1,3,0.041869,0.5,8627,4,0,1,1,0,0,0,0,0,9900
8538,8538,2,1,3,0.041869,0.5,8628,4,0,1,1,0,0,0,0,0,9899
8539,8539,2,1,3,0.041869,0.5,8629,4,0.5,1,1.5,0,0,0,0,0,9898
8540,8540,2,1,3,0.059943,0.5,8630,19,0,1,1,0,0,0,0,0,14090
8541,8541,2,2,4,0.059943,0.5,8631,19,0,0.5,0.5,1,1,1,0,0,14089
8542,8542,3,1,4,0.085403,0.5,8632,19,0,1,1,0,0,0,0,0,14088
8543,8543,2,1,3,0.059943,0.5,8633,19,0,1,1,0,0,0,0,0,14087
8544,8544,2,1,3,0.059943,0.5,8634,19,0,1,1,0,0,0,0,0,14086
8545,8545,3,1,4,0.109419,0.333333,8635,19,0.4,1,1.4,0,0,0,0,0,6102
8546,8546,2,1,3,0.059943,0.5,8636,19,0.8,1,1.8,0,0,0,0,0,14085
8547,8547,4,1,5,0.281907,0.25,8637,19,0,1,1,0,0,0,0,0,11118
8548,8548,2,1,3,0.059943,0.5,8638,19,0,1,1,0,0,0,0,0,14084
8549,8549,2,1,3,0.059943,0.5,8639,19,0,1,1,0,0,0,0,0,14083
8550,8550,2,1,3,0.059943,0.5,8640,19,0,1,1,0,0,0,0,0,14082
8551,8551,2,1,3,0.059943,0.5,8641,19,0,1,1,0,0,0,0,0,14081
8552,8552,2,1,3,0.059943,0.5,8642,19,0,1,1,0,0,0,0,0,14080
8553,8553,2,2,4,0.059943,0.333333,8643,19,0,0.01,0.01,1,1,1,99,0,14079
8554,8554,2,1,3,0.074944,0.5,8644,35,0.05,1,1.05,0,0,0,0,0,7378
8555,8555,2,1,3,0.101492,0.5,8645,19,0,1,1,0,0,0,0,0,13319
8556,8556,2,3,5,0.085739,0.333333,8646,34,0,-0.01,-0.01,1,1,1,100,0,6097
8558,8558,2,8,10,0.085739,0.125,8647,34,0,-4.9987,-4.9987,1,1,1,549.833333,0,6094
8559,8559,3,1,4,0.1183,0.5,8648,34,-0,1,1,0,0,0,0,0,6088
8560,8560,3,1,4,0.1183,0.5,8649,34,0,1,1,0,0,0,0,0,6087
8561,8561,2,1,3,0.126029,0.5,8650,19,0.0001,1,1.0001,0,0,0,0,0,11126
8562,8562,2,1,3,0.126029,0.5,8651,19,0,1,1,0,0,0,0,0,11125
8563,8563,2,1,3,0.126029,0.5,8652,19,0,1,1,0,0,0,0,0,11124
8565,8565,4,1,5,0.342768,0.416667,8653,19,0.35,1,1.35,0,0,0,0,0,11112
8566,8566,2,1,3,0.126029,0.5,8654,19,0,1,1,0,0,0,0,0,11123
8567,8567,2,1,3,0.126029,0.5,8655,19,0,1,1,0,0,0,0,0,11122
8568,8568,2,1,3,0.126029,0.5,8656,19,0.0001,1,1.0001,0,0,0,0,0,11121
8569,8569,2,1,3,0.126029,0.5,8657,19,0,1,1,0,0,0,0,0,11120
8570,8570,2,1,3,0.070668,0.5,8658,19,0,1,1,0,0,0,0,0,7371
8572,8572,2,1,3,0.070668,0.5,8659,19,0,1,1,0,0,0,0,0,7367
8573,8573,3,1,4,0.099243,0.666667,8660,19,0.75,1,1.75,0,0,0,0,0,7366
8574,8574,2,1,3,0.070668,0.5,8661,19,0.5,1,1.5,0,0,0,0,0,7365
8575,8575,2,8,10,0.059943,0.111111,8662,19,0.8282,-6,-5.1718,1,1,1,693,0,7363
8576,8576,2,1,3,0.059943,0.5,8663,19,0,1,1,0,0,0,0,0,7355
8577,8577,2,1,3,0.059943,0.5,8664,19,0,1,1,0,0,0,0,0,7354
8578,8578,2,2,4,0.059943,0.333333,8665,19,0,0,0,1,1,1,99,0,7353
8579,8579,2,1,3,0.059943,0.5,8666,19,0,1,1,0,0,0,0,0,7351
8580,8580,2,2,4,0.126029,0.5,8667,19,0,0.75,0.75,1,1,1,0,0,11117
8581,8581,2,1,3,0.126029,0.5,8668,19,0.062,1,1.062,0,0,0,0,0,11116
8582,8582,2,1,3,0.126029,0.5,8669,19,0,1,1,0,0,0,0,0,11115
8583,8583,2,1,3,0.126029,0.5,8670,19,0.673,1,1.673,0,0,0,0,0,11114
8584,8584,2,1,3,0.126029,0.5,8671,19,0,1,1,0,0,0,0,0,11113
8585,8585,4,1,5,0.20014,0.333333,8672,19,0.25,1,1.25,0,0,0,0,0,11109
8588,8588,2,9,11,0.101492,0.122222,8673,19,0,-3.252,-3.252,1,1,1,490.5,0,11110
8586,8586,3,1,4,0.22213,0.5,8674,19,0.01,1,1.01,0,0,0,0,0,11111
8587,8587,3,1,4,0.135812,0.5,8675,19,-0,1,1,0,0,0,0,0,11108
8589,8589,2,1,3,0.101492,0.5,8676,19,0.667,1,1.667,0,0,0,0,0,11102
8590,8590,3,1,4,0.135812,0.5,8677,19,-0,1,1,0,0,0,0,0,11101
8591,8591,2,1,3,0.101492,0.5,8678,19,0,1,1,0,0,0,0,0,11100
8592,8592,2,1,3,0.101492,0.5,8679,19,0,1,1,0,0,0,0,0,11099
8593,8593,2,1,3,0.101492,0.5,8680,19,0.667,1,1.667,0,0,0,0,0,11098
8594,8594,2,1,3,0.059943,0.5,8681,19,0.66,1,1.66,0,0,0,0,0,7336
8595,8595,3,1,4,0.121896,0.333333,8682,21,-0,1,1,0,0,0,0,0,6602
8596,8596,2,1,3,0.088522,0.5,8683,21,0.7,1,1.7,0,0,0,0,0,7277
8597,8597,2,1,3,0.088522,0.5,8684,21,0,1,1,0,0,0,0,0,7276
8598,8598,2,1,3,0.088522,0.5,8685,21,0,1,1,0,0,0,0,0,7275
8599,8599,2,1,3,0.088522,0.5,8686,21,0,1,1,0,0,0,0,0,7274
8600,8600,2,1,3,0.088522,0.5,8687,21,0,1,1,0,0,0,0,0,7273
8601,8601,2,1,3,0.088522,0.5,8688,21,0.25,1,1.25,0,0,0,0,0,7272
8602,8602,3,1,4,0.121526,0.5,8689,21,0,1,1,0,0,0,0,0,7270
8603,8603,2,2,4,0.088522,0.5,8690,21,0.5,0.5,1,1,1,1,0,0,7271
8604,8604,2,1,3,0.059943,0.5,8691,19,0.85,1,1.85,0,0,0,0,0,7332
8605,8605,2,1,3,0.072199,0.5,8692,19,0,1,1,0,0,0,0,0,6267
8606,8606,2,1,3,0.11709,0.5,8693,19,0,1,1,0,0,0,0,0,6265
8607,8607,2,1,3,0.059943,0.5,8694,19,0,1,1,0,0,0,0,0,7329
8608,8608,2,1,3,0.059943,0.5,8695,19,0,1,1,0,0,0,0,0,7328
8609,8609,2,1,3,0.059943,0.5,8696,19,0,1,1,0,0,0,0,0,7327
8611,8611,2,1,3,0.059943,0.5,8697,19,0,1,1,0,0,0,0,0,7323
8612,8612,2,1,3,0.059943,0.5,8698,19,0,1,1,0,0,0,0,0,7322
8613,8613,2,1,3,0.059943,0.5,8699,19,0,1,1,0,0,0,0,0,7321
8614,8614,2,1,3,0.059943,0.5,8700,19,0.51,1,1.51,0,0,0,0,0,7320
8615,8615,2,1,3,0.059943,0.5,8701,19,0.51,1,1.51,0,0,0,0,0,7319
8616,8616,2,1,3,0.059943,0.5,8702,19,0,1,1,0,0,0,0,0,7318
8617,8617,2,1,3,0.059943,0.5,8703,19,0,1,1,0,0,0,0,0,7317
8618,8618,2,3,5,0.059943,0.25,8704,19,0,-1,-1,1,1,1,198,0,7315
8619,8619,2,1,3,0.059943,0.5,8705,19,0,1,1,0,0,0,0,0,7312
8620,8620,2,1,3,0.059943,0.5,8706,19,0.7,1,1.7,0,0,0,0,0,7310
8621,8621,2,1,3,0.059943,0.5,8707,19,0,1,1,0,0,0,0,0,7308
8622,8622,2,1,3,0.059943,0.5,8708,19,0,1,1,0,0,0,0,0,7307
8623,8623,2,1,3,0.059943,0.5,8709,19,0,1,1,0,0,0,0,0,7306
8624,8624,2,1,3,0.059943,0.5,8710,19,0,1,1,0,0,0,0,0,7305
8625,8625,2,3,5,0.108543,0.25,8711,26,0,-1,-1,2,0.75,0.833333,297,0,3331
8626,8626,2,2,4,0.108543,0.333333,8712,26,0.333,0.3333,0.6663,1,1,1,99,0,3327
8627,8627,2,1,3,0.108543,0.5,8713,26,0.5,1,1.5,0,0,0,0,0,3325
8628,8628,2,2,4,0.108543,0.333333,8714,26,0,0,0,1,1,1,99,0,3324
8629,8629,2,2,4,0.108543,0.333333,8715,26,0,0,0,1,1,1,99,0,3322
8630,8630,2,1,3,0.108543,0.5,8716,26,0,1,1,0,0,0,0,0,3320
8631,8631,2,1,3,0.108543,0.5,8717,26,0.5,1,1.5,0,0,0,0,0,3319
8632,8632,2,1,3,0.108543,0.5,8718,26,0,1,1,0,0,0,0,0,3318
8633,8633,2,2,4,0.108543,0.333333,8719,26,0,0,0,1,1,1,99,0,3317
8634,8634,2,1,3,0.108543,0.5,8720,26,0,1,1,0,0,0,0,0,3315
8635,8635,2,1,3,0.108543,0.5,8721,26,0,1,1,0,0,0,0,0,3314
8636,8636,2,1,3,0.108543,0.5,8722,26,0,1,1,0,0,0,0,0,3313
8637,8637,2,1,3,0.108543,0.5,8723,26,0,1,1,0,0,0,0,0,3312
8638,8638,2,1,3,0.108543,0.5,8724,26,0.5,1,1.5,0,0,0,0,0,3311
8639,8639,2,3,5,0.108543,0.25,8725,26,0,-0.45,-0.45,1,1,1,198,0,3310
8640,8640,2,1,3,0.108543,0.5,8726,26,0.55,1,1.55,0,0,0,0,0,3307
8641,8641,2,2,4,0.108543,0.333333,8727,26,0.15,0.412,0.562,1,1,1,99,0,3306
8642,8642,2,1,3,0.108543,0.5,8728,26,0,1,1,0,0,0,0,0,3304
8643,8643,2,1,3,0.108543,0.5,8729,26,0,1,1,0,0,0,0,0,3303
8644,8644,2,3,5,0.108543,0.25,8730,26,0,-1,-1,1,1,1,198,0,3302
8645,8645,2,1,3,0.108543,0.5,8731,26,0.5,1,1.5,0,0,0,0,0,3299
8646,8646,2,1,3,0.108543,0.5,8732,26,0,1,1,0,0,0,0,0,3298
8647,8647,2,1,3,0.108543,0.5,8733,26,0,1,1,0,0,0,0,0,3297
8648,8648,2,2,4,0.108543,0.333333,8734,26,0,0,0,1,1,1,99,0,3296
8649,8649,2,1,3,0.108543,0.5,8735,26,0,1,1,0,0,0,0,0,3294
8650,8650,2,1,3,0.108543,0.5,8736,26,0,1,1,0,0,0,0,0,3293
8651,8651,2,1,3,0.108543,0.5,8737,26,0,1,1,0,0,0,0,0,3292
8652,8652,2,1,3,0.108543,0.5,8738,26,0.15,1,1.15,0,0,0,0,0,3291
8653,8653,2,6,8,0.116493,0.142857,8739,30,0,-3.249,-3.249,1,1,1,462.166667,0,9123
8654,8654,2,1,3,0.116493,0.5,8740,30,0.265,1,1.265,0,0,0,0,0,9117
8655,8655,4,1,5,0.142942,0.25,8741,0,0,1,1,0,0,0,0,0,7302
8656,8656,2,1,3,0.069865,0.5,8742,15,0.5,1,1.5,0,0,0,0,0,7301
8659,8659,2,1,3,0.11143,0.5,8743,34,0.6967,1,1.6967,0,0,0,0,0,6063
8660,8660,2,1,3,0.11143,0.5,8744,34,0,1,1,0,0,0,0,0,6062
8661,8661,2,1,3,0.11143,0.5,8745,34,0,1,1,0,0,0,0,0,6061
8662,8662,3,1,4,0.117086,0.5,8746,19,0,1,1,0,0,0,0,0,7282
8672,8672,2,4,6,0.084866,0.25,8747,19,0.6,0.26,0.86,1,1,1,202,0,7283
8663,8663,2,1,3,0.084866,0.5,8748,19,0,1,1,0,0,0,0,0,7292
8664,8664,2,1,3,0.084866,0.5,8749,19,0,1,1,0,0,0,0,0,7291
8665,8665,2,1,3,0.084866,0.5,8750,19,0,1,1,0,0,0,0,0,7290
8666,8666,2,1,3,0.084866,0.5,8751,19,0,1,1,0,0,0,0,0,7289
8667,8667,2,1,3,0.084866,0.5,8752,19,0.42,1,1.42,0,0,0,0,0,7288
8668,8668,2,2,4,0.084866,0.5,8753,19,0.5,0.4996,0.9996,1,1,1,0,0,7287
8669,8669,3,1,4,0.117086,0.5,8754,19,0,1,1,0,0,0,0,0,7286
8670,8670,2,1,3,0.084866,0.5,8755,19,0.75,1,1.75,0,0,0,0,0,7285
8671,8671,2,1,3,0.084866,0.5,8756,19,0.6974,1,1.6974,0,0,0,0,0,7284
8673,8673,2,3,5,0.069865,0.333333,8757,21,0,-0.591,-0.591,1,1,1,100,0,7269
8674,8674,2,1,3,0.069865,0.5,8758,21,0.997,1,1.997,0,0,0,0,0,7267
8675,8675,2,1,3,0.069865,0.5,8759,21,0,1,1,0,0,0,0,0,7266
8676,8676,2,1,3,0.069865,0.5,8760,21,0,1,1,0,0,0,0,0,7265
8677,8677,2,1,3,0.069865,0.5,8761,21,0,1,1,0,0,0,0,0,7264
8678,8678,2,3,5,0.069865,0.25,8762,21,0,-1,-1,1,1,1,200,0,7263
8679,8679,2,2,4,0.069865,0.333333,8763,21,0,0,0,1,1,1,100,0,7260
